0.500000,0.500000,0.293002,0.085850,0.500000,0.293002,0.085850
0.583325,0.500000,0.293002,0.085850,0.582500,0.295481,0.087309
0.638875,0.500000,0.293002,0.085850,0.637500,0.290658,0.084482
0.679148,0.500000,0.293002,0.085850,0.677374,0.283758,0.080519
0.709977,0.500000,0.293002,0.085850,0.707898,0.276431,0.076414
0.734496,0.500000,0.293002,0.085850,0.732174,0.269265,0.072504
0.754560,0.500000,0.293002,0.085850,0.752039,0.262470,0.068890
0.771342,0.500000,0.293002,0.085850,0.768656,0.256108,0.065591
0.785629,0.500000,0.293002,0.085850,0.782801,0.250181,0.062591
0.797967,0.500000,0.293002,0.085850,0.795017,0.244667,0.059862
0.808750,0.500000,0.293002,0.085850,0.805693,0.239534,0.057376
0.818269,0.500000,0.293002,0.085850,0.815118,0.234749,0.055107
0.826745,0.500000,0.293002,0.085850,0.823510,0.230280,0.053029
0.834350,0.500000,0.293002,0.085850,0.831040,0.226097,0.051120
0.841219,0.500000,0.293002,0.085850,0.837840,0.222174,0.049361
0.847458,0.500000,0.293002,0.085850,0.844017,0.218487,0.047737
0.853154,0.500000,0.293002,0.085850,0.849658,0.215014,0.046231
0.858380,0.500000,0.293002,0.085850,0.854832,0.211737,0.044833
0.863194,0.500000,0.293002,0.085850,0.859598,0.208638,0.043530
0.867645,0.500000,0.293002,0.085850,0.864005,0.205703,0.042314
0.871775,0.500000,0.293002,0.085850,0.868094,0.202918,0.041176
0.875619,0.500000,0.293002,0.085850,0.871900,0.200271,0.040109
0.879207,0.500000,0.293002,0.085850,0.875452,0.197752,0.039106
0.882565,0.500000,0.293002,0.085850,0.878777,0.195351,0.038162
0.885715,0.500000,0.293002,0.085850,0.881896,0.193059,0.037272
0.888678,0.500000,0.293002,0.085850,0.884830,0.190869,0.036431
0.891470,0.500000,0.293002,0.085850,0.887594,0.188773,0.035635
0.894106,0.500000,0.293002,0.085850,0.890204,0.186765,0.034881
0.896600,0.500000,0.293002,0.085850,0.892673,0.184840,0.034166
0.898963,0.500000,0.293002,0.085850,0.895013,0.182992,0.033486
0.901206,0.500000,0.293002,0.085850,0.897234,0.181216,0.032839
0.903338,0.500000,0.293002,0.085850,0.899344,0.179508,0.032223
0.905368,0.500000,0.293002,0.085850,0.901354,0.177863,0.031635
0.907302,0.500000,0.293002,0.085850,0.903269,0.176279,0.031074
0.909149,0.500000,0.293002,0.085850,0.905098,0.174751,0.030538
0.910913,0.500000,0.293002,0.085850,0.906845,0.173277,0.030025
0.912601,0.500000,0.293002,0.085850,0.908516,0.171854,0.029534
0.914218,0.500000,0.293002,0.085850,0.910117,0.170478,0.029063
0.915769,0.500000,0.293002,0.085850,0.911652,0.169148,0.028611
0.917256,0.500000,0.293002,0.085850,0.913125,0.167860,0.028177
0.918685,0.500000,0.293002,0.085850,0.914540,0.166614,0.027760
0.920059,0.500000,0.293002,0.085850,0.915900,0.165407,0.027359
0.921382,0.500000,0.293002,0.085850,0.917210,0.164236,0.026974
0.922655,0.500000,0.293002,0.085850,0.918470,0.163101,0.026602
0.923882,0.500000,0.293002,0.085850,0.919686,0.161999,0.026244
0.925066,0.500000,0.293002,0.085850,0.920858,0.160930,0.025898
0.926209,0.500000,0.293002,0.085850,0.921989,0.159891,0.025565
0.927313,0.500000,0.293002,0.085850,0.923082,0.158881,0.025243
0.928380,0.500000,0.293002,0.085850,0.924138,0.157900,0.024932
0.929412,0.500000,0.293002,0.085850,0.925160,0.156945,0.024632
