0.001250,0.025000,0.014866,0.000221,0.025000,0.014866,0.000221
0.001854,0.025000,0.014866,0.000221,0.037079,0.021928,0.000481
0.002445,0.025000,0.014866,0.000221,0.048888,0.028753,0.000827
0.003023,0.025000,0.014866,0.000221,0.060435,0.035352,0.001250
0.003588,0.025000,0.014866,0.000221,0.071727,0.041731,0.001741
0.004141,0.025000,0.014866,0.000221,0.082772,0.047898,0.002294
0.004682,0.025000,0.014866,0.000221,0.093575,0.053862,0.002901
0.005211,0.025000,0.014866,0.000221,0.104145,0.059628,0.003556
0.005729,0.025000,0.014866,0.000221,0.114487,0.065205,0.004252
0.006236,0.025000,0.014866,0.000221,0.124607,0.070598,0.004984
0.006733,0.025000,0.014866,0.000221,0.134513,0.075815,0.005748
0.007219,0.025000,0.014866,0.000221,0.144209,0.080861,0.006538
0.007694,0.025000,0.014866,0.000221,0.153701,0.085742,0.007352
0.008160,0.025000,0.014866,0.000221,0.162996,0.090464,0.008184
0.008617,0.025000,0.014866,0.000221,0.172098,0.095033,0.009031
0.009064,0.025000,0.014866,0.000221,0.181012,0.099453,0.009891
0.009502,0.025000,0.014866,0.000221,0.189744,0.103731,0.010760
0.009931,0.025000,0.014866,0.000221,0.198298,0.107870,0.011636
0.010352,0.025000,0.014866,0.000221,0.206679,0.111876,0.012516
0.010764,0.025000,0.014866,0.000221,0.214892,0.115753,0.013399
0.011168,0.025000,0.014866,0.000221,0.222941,0.119506,0.014282
0.011564,0.025000,0.014866,0.000221,0.230831,0.123138,0.015163
0.011953,0.025000,0.014866,0.000221,0.238565,0.126655,0.016041
0.012334,0.025000,0.014866,0.000221,0.246148,0.130058,0.016915
0.012707,0.025000,0.014866,0.000221,0.253583,0.133354,0.017783
0.013074,0.025000,0.014866,0.000221,0.260875,0.136545,0.018645
0.013433,0.025000,0.014866,0.000221,0.268027,0.139635,0.019498
0.013786,0.025000,0.014866,0.000221,0.275042,0.142626,0.020342
0.014132,0.025000,0.014866,0.000221,0.281925,0.145523,0.021177
0.014471,0.025000,0.014866,0.000221,0.288678,0.148329,0.022001
0.014805,0.025000,0.014866,0.000221,0.295305,0.151046,0.022815
0.015132,0.025000,0.014866,0.000221,0.301808,0.153677,0.023617
0.015453,0.025000,0.014866,0.000221,0.308192,0.156226,0.024407
0.015768,0.025000,0.014866,0.000221,0.314459,0.158695,0.025184
0.016078,0.025000,0.014866,0.000221,0.320611,0.161086,0.025949
0.016382,0.025000,0.014866,0.000221,0.326652,0.163403,0.026701
0.016680,0.025000,0.014866,0.000221,0.332585,0.165647,0.027439
0.016973,0.025000,0.014866,0.000221,0.338411,0.167821,0.028164
0.017261,0.025000,0.014866,0.000221,0.344134,0.169927,0.028875
0.017545,0.025000,0.014866,0.000221,0.349757,0.171968,0.029573
0.017823,0.025000,0.014866,0.000221,0.355281,0.173945,0.030257
0.018096,0.025000,0.014866,0.000221,0.360708,0.175861,0.030927
0.018365,0.025000,0.014866,0.000221,0.366042,0.177717,0.031583
0.018629,0.025000,0.014866,0.000221,0.371285,0.179515,0.032226
0.018888,0.025000,0.014866,0.000221,0.376438,0.181258,0.032855
0.019144,0.025000,0.014866,0.000221,0.381503,0.182947,0.033470
0.019395,0.025000,0.014866,0.000221,0.386483,0.184583,0.034071
0.019641,0.025000,0.014866,0.000221,0.391380,0.186169,0.034659
0.019884,0.025000,0.014866,0.000221,0.396196,0.187706,0.035233
0.020123,0.025000,0.014866,0.000221,0.400932,0.189195,0.035795
