0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
33.092430,33.749556,32.941851,32.896520,33.459520,31.390259,33.670443,33.126197,33.721530,33.021217
17.935254,18.339772,17.804411,17.857377,18.230675,17.151699,18.293556,17.797081,18.293041,17.942196
12.819183,13.142065,12.687520,12.795684,13.024347,12.364433,13.081150,12.827526,13.129992,12.837683
10.187360,10.444424,10.015573,10.157315,10.319032,9.773964,10.376834,10.129704,10.403263,10.181710
8.504699,8.744092,8.340406,8.478884,8.639257,8.120424,8.680907,8.486007,8.729872,8.497310
2.222034,2.366388,2.104281,2.243546,2.300911,2.164644,2.310805,2.210451,2.364510,2.240562
2.014707,2.135982,1.926689,2.018787,2.025854,1.879875,2.092439,2.096284,2.167896,2.009586
1.824488,1.923540,1.780853,1.849532,1.815795,1.574132,1.912737,1.820805,1.955632,1.806290
1.681293,1.784675,1.653966,1.723856,1.674140,1.457012,1.780373,1.736554,1.847468,1.684353
1.644416,1.712589,1.721195,1.717272,1.595748,1.410965,1.719422,1.647873,1.766393,1.638192
1.650766,1.696372,1.662286,1.799771,1.532426,1.361817,1.662365,1.578295,1.715737,1.589207
1.620801,1.696298,1.594210,1.810838,1.514276,1.327640,1.610725,1.460683,1.653297,1.530922
1.600460,1.692537,1.547349,1.730938,1.532132,1.378288,1.572205,1.448385,1.606812,1.487469
1.593480,1.720780,1.592449,1.746252,1.568128,1.323439,1.659343,1.392540,1.563505,1.430608
1.573810,1.791712,1.463937,1.759688,1.609610,1.326905,1.694344,1.361374,1.527811,1.388129
1.524864,1.775331,1.451639,1.619067,1.636919,1.278171,1.755602,1.337245,1.476515,1.343369
1.448566,1.737263,1.447854,1.611315,1.609628,1.277292,1.740267,1.325735,1.472365,1.292685
1.460497,1.755149,1.426112,1.654594,1.577073,1.184333,1.744551,1.289985,1.490306,1.261662
1.487163,1.695308,1.640299,1.609283,1.576332,1.218783,1.570794,1.256830,1.497110,1.231122
1.513688,1.590171,1.653666,1.512433,1.475656,1.430288,1.478327,1.213580,1.524738,1.193671
1.486118,1.499898,1.715161,1.473280,1.434398,1.509596,1.354461,1.181146,1.621768,1.185423
1.566364,1.454230,1.765533,1.409436,1.448882,1.497695,1.338599,1.149146,1.681467,1.186789
1.485387,1.365065,1.827333,1.405530,1.378828,1.578582,1.267534,1.078097,1.665185,1.148812
1.405532,1.328764,1.476071,1.417473,1.230643,1.571835,1.285089,1.501552,1.716786,1.137472
1.380728,1.356045,1.429583,1.491436,1.194439,1.239393,1.269650,1.652183,1.886457,1.167583
1.398567,1.651384,1.302923,1.580297,1.119966,1.462977,1.271276,1.823249,1.898510,1.121201
1.361220,1.764234,1.227643,1.558701,1.063920,1.529335,1.187622,2.100025,1.866140,1.097389
1.459727,1.868824,1.143207,1.455996,1.073222,1.518877,1.164697,2.312612,1.983009,1.099197
1.505677,1.992543,1.222824,1.402657,1.120432,1.571965,1.407898,1.811231,2.123783,1.078709
1.471057,2.022877,1.287449,1.283257,1.197660,1.752398,1.468926,1.660217,1.961326,0.986945
1.515178,1.669267,1.509855,1.159329,1.283045,1.346038,1.567837,1.502907,1.881063,0.972013
