0.500000,0.500000,0.293002,0.085850,0.500000,0.293002,0.085850
0.624988,0.500000,0.293002,0.085850,0.623750,0.284783,0.081101
0.694422,0.500000,0.293002,0.085850,0.692497,0.270997,0.073439
0.739552,0.500000,0.293002,0.085850,0.737180,0.257926,0.066526
0.771627,0.500000,0.293002,0.085850,0.768937,0.246402,0.060714
0.795785,0.500000,0.293002,0.085850,0.792856,0.236356,0.055864
0.814739,0.500000,0.293002,0.085850,0.811623,0.227572,0.051789
0.830068,0.500000,0.293002,0.085850,0.826800,0.219837,0.048328
0.842761,0.500000,0.293002,0.085850,0.839367,0.212973,0.045357
0.853469,0.500000,0.293002,0.085850,0.849969,0.206837,0.042782
0.862642,0.500000,0.293002,0.085850,0.859051,0.201315,0.040528
0.870600,0.500000,0.293002,0.085850,0.866931,0.196314,0.038539
0.877579,0.500000,0.293002,0.085850,0.873841,0.191760,0.036772
0.883757,0.500000,0.293002,0.085850,0.879957,0.187592,0.035191
0.889268,0.500000,0.293002,0.085850,0.885414,0.183761,0.033768
0.894219,0.500000,0.293002,0.085850,0.890316,0.180224,0.032481
0.898696,0.500000,0.293002,0.085850,0.894748,0.176949,0.031311
0.902764,0.500000,0.293002,0.085850,0.898776,0.173904,0.030243
0.906481,0.500000,0.293002,0.085850,0.902456,0.171066,0.029264
0.909890,0.500000,0.293002,0.085850,0.905832,0.168413,0.028363
0.913031,0.500000,0.293002,0.085850,0.908942,0.165926,0.027532
0.915935,0.500000,0.293002,0.085850,0.911817,0.163591,0.026762
0.918629,0.500000,0.293002,0.085850,0.914484,0.161392,0.026047
0.921135,0.500000,0.293002,0.085850,0.916965,0.159318,0.025382
0.923473,0.500000,0.293002,0.085850,0.919280,0.157358,0.024762
0.925661,0.500000,0.293002,0.085850,0.921446,0.155503,0.024181
0.927712,0.500000,0.293002,0.085850,0.923477,0.153744,0.023637
0.929639,0.500000,0.293002,0.085850,0.925386,0.152074,0.023126
0.931455,0.500000,0.293002,0.085850,0.927183,0.150485,0.022646
0.933168,0.500000,0.293002,0.085850,0.928879,0.148973,0.022193
0.934787,0.500000,0.293002,0.085850,0.930482,0.147532,0.021766
0.936320,0.500000,0.293002,0.085850,0.932000,0.146156,0.021362
0.937775,0.500000,0.293002,0.085850,0.933440,0.144842,0.020979
0.939156,0.500000,0.293002,0.085850,0.934808,0.143584,0.020616
0.940470,0.500000,0.293002,0.085850,0.936109,0.142381,0.020272
0.941721,0.500000,0.293002,0.085850,0.937348,0.141227,0.019945
0.942915,0.500000,0.293002,0.085850,0.938530,0.140121,0.019634
0.944055,0.500000,0.293002,0.085850,0.939658,0.139060,0.019338
0.945144,0.500000,0.293002,0.085850,0.940737,0.138040,0.019055
0.946187,0.500000,0.293002,0.085850,0.941769,0.137059,0.018785
0.947186,0.500000,0.293002,0.085850,0.942758,0.136116,0.018527
0.948143,0.500000,0.293002,0.085850,0.943706,0.135207,0.018281
0.949063,0.500000,0.293002,0.085850,0.944616,0.134332,0.018045
0.949946,0.500000,0.293002,0.085850,0.945491,0.133489,0.017819
0.950795,0.500000,0.293002,0.085850,0.946332,0.132675,0.017603
0.951612,0.500000,0.293002,0.085850,0.947141,0.131890,0.017395
0.952399,0.500000,0.293002,0.085850,0.947920,0.131132,0.017196
0.953157,0.500000,0.293002,0.085850,0.948671,0.130400,0.017004
0.953889,0.500000,0.293002,0.085850,0.949395,0.129692,0.016820
0.954595,0.500000,0.293002,0.085850,0.950094,0.129007,0.016643
