0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
31.757741,32.462943,31.514053,31.454091,32.539874,32.115951,31.968706,31.373056,32.108181,32.231735
16.971866,17.389993,17.082844,16.669303,17.405550,17.168163,17.111598,16.578033,17.184189,17.228437
11.930854,12.270038,12.119676,11.565465,12.253921,12.070913,12.079955,11.836928,12.110805,12.122198
9.724126,9.846792,9.714698,9.500542,9.779433,9.835978,9.728759,9.560425,9.668725,9.921637
8.069184,8.167796,8.048724,7.875575,8.113108,8.178215,8.063623,7.901173,8.005684,8.252789
1.983228,1.944684,1.996865,1.840738,1.901311,2.040389,1.922841,1.854660,1.835354,2.099213
1.778803,1.729558,1.710074,1.712630,1.731582,1.853469,1.704181,1.729241,1.617233,1.920081
1.621645,1.553572,1.499707,1.714593,1.620473,1.709781,1.517775,1.466248,1.443622,1.792236
1.196360,1.260056,1.200180,1.234166,1.416412,1.300177,1.187141,1.103872,1.189164,1.366801
1.086335,1.182564,1.109021,1.133879,1.392165,1.188593,1.096888,1.059500,1.102633,1.285758
0.984616,1.095975,1.056935,1.156175,1.362804,1.090892,1.036634,1.012944,1.029930,1.212030
0.933693,1.023703,0.996984,1.153303,1.311532,1.005317,0.976535,1.082105,0.967039,1.194069
0.866830,0.957357,0.994080,1.088479,1.275071,0.975032,0.908935,1.077072,0.907771,1.144133
0.807472,0.885189,0.941602,1.081113,1.188351,0.933537,0.835219,1.107901,0.851770,1.123286
0.786473,0.808383,0.898777,1.099295,1.115288,0.940997,0.771882,1.099477,0.844539,1.108784
0.728161,0.743980,0.838304,0.956655,1.020842,0.927421,0.697560,1.110360,0.812792,1.107731
0.668645,0.678712,0.764168,0.817736,1.001803,0.883806,0.648510,1.009735,0.743782,1.077242
0.611943,0.615123,0.639008,0.706738,0.898538,0.819094,0.656853,0.979839,0.701091,1.068743
0.566473,0.550796,0.575226,0.618140,0.911663,0.761634,0.728366,0.913406,0.641732,1.009414
0.472519,0.556886,0.518929,0.735430,0.889439,0.646947,0.773330,0.868709,0.594224,0.926006
0.510512,0.590424,0.446973,0.774136,0.910060,0.554209,0.832523,0.857309,0.519352,0.873193
0.496735,0.598945,0.393523,0.774346,0.891524,0.649227,0.907952,0.825819,0.606669,0.802939
0.631214,0.609816,0.381373,0.795501,1.079516,0.583969,0.946217,0.816830,0.621683,0.704683
0.615447,0.710794,0.548025,0.824604,1.275714,0.659816,0.955607,0.737252,0.601288,0.710106
0.774970,0.676101,0.607877,0.577480,1.335668,0.632625,1.003815,0.710753,0.537047,0.721015
0.720146,0.565165,0.658315,0.483551,1.249712,0.597711,1.059805,0.592771,0.663281,0.691582
0.740250,0.474420,0.856302,0.675034,1.189211,0.443168,1.096910,0.498323,0.559667,0.611994
0.542112,0.394882,1.004913,0.756927,1.021572,0.483998,0.996307,0.460909,0.517165,0.817583
0.648561,0.220185,0.905539,0.814525,0.783180,0.369294,0.892699,0.469813,0.457325,0.726129
0.481708,0.159911,0.955614,1.075105,0.713092,0.553624,0.807303,0.401721,0.476233,0.632805
0.544403,0.503783,0.867205,1.254798,0.741912,0.668902,0.663845,0.447203,0.367000,0.537521
