0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
32.578695,32.894168,32.129911,32.363202,32.758414,32.009752,32.842306,32.784503,33.177206,29.982376
17.500676,17.772233,17.218941,17.439141,17.791059,17.364079,17.720349,17.511040,17.873367,15.361667
12.407301,12.665693,12.161830,12.388580,12.613376,12.396653,12.580744,12.553596,12.764505,10.706973
9.948347,10.133039,9.690614,9.921300,10.045802,9.844887,10.039783,9.957811,10.150220,9.143074
8.261377,8.443567,8.016855,8.238445,8.358873,8.172504,8.350029,8.290671,8.463373,7.627586
2.022830,2.178371,1.846915,2.043242,2.103687,2.051627,2.076398,2.026508,2.142226,1.825571
1.800058,1.939533,1.636667,1.802282,1.825942,1.758969,1.839076,1.870059,1.928569,1.861734
1.596836,1.719758,1.458902,1.598148,1.636743,1.495645,1.641342,1.594114,1.692217,1.736298
1.304704,1.467575,1.194760,1.317520,1.411286,1.277386,1.394293,1.397514,1.486576,0.990863
1.213506,1.367610,1.194730,1.235592,1.313874,1.178066,1.298091,1.290453,1.384284,0.800412
1.168522,1.294154,1.112315,1.224288,1.226412,1.082948,1.209085,1.199849,1.297452,0.715590
1.114086,1.228876,1.018298,1.156995,1.136218,1.008439,1.123342,1.097199,1.208259,0.622831
1.056766,1.164813,0.940472,1.075153,1.068136,0.964198,1.045731,1.024805,1.132042,0.555190
1.017680,1.140131,0.907026,1.029603,1.026348,0.889405,1.057883,0.952309,1.059883,0.477075
0.972727,1.142379,0.761941,0.995407,1.025538,0.833445,1.041087,0.887440,0.990223,0.408640
0.885691,1.105306,0.702942,0.877435,1.005365,0.771131,1.055032,0.825432,0.922372,0.342839
0.803855,1.066481,0.657460,0.852657,0.969057,0.710324,1.007699,0.764852,0.881269,0.284051
0.787154,1.077225,0.599926,0.833979,0.932204,0.625054,0.973923,0.703281,0.840096,0.219503
0.782608,1.000135,0.808028,0.785652,0.915111,0.585511,0.860874,0.644730,0.795291,0.162072
0.784312,0.900651,0.781748,0.707517,0.807211,0.746752,0.768357,0.590389,0.767867,0.107401
0.742087,0.819928,0.789029,0.651041,0.733129,0.775485,0.654671,0.536005,0.785294,0.116482
0.761334,0.749356,0.782439,0.585725,0.691730,0.777298,0.608846,0.483543,0.790885,0.066461
0.669919,0.635497,0.798131,0.586706,0.622159,0.792761,0.541292,0.448155,0.759535,0.016740
0.561659,0.580926,0.573292,0.571017,0.571453,0.772836,0.480176,0.681165,0.810019,-0.022729
0.467184,0.572083,0.522361,0.582035,0.555772,0.566402,0.433056,0.723560,1.003960,0.014092
0.430545,0.865059,0.434048,0.618777,0.523676,0.699454,0.382905,0.774696,1.081817,-0.020213
0.360447,0.989524,0.389199,0.561999,0.468861,0.709666,0.370072,0.960192,1.032348,-0.061263
0.362292,1.089807,0.299322,0.452339,0.443223,0.664788,0.333323,1.016963,1.225211,-0.100850
0.361731,1.222694,0.189267,0.368298,0.367721,0.677555,0.535349,0.820857,1.390349,-0.146617
0.326942,1.224138,0.167144,0.271162,0.300073,0.656062,0.538234,0.720839,1.251851,-0.202896
0.367539,0.908000,0.334359,0.164784,0.239192,0.481958,0.562265,0.619508,1.114839,-0.302200
