0,0,0,0
1.000000,30,1.785714e-02,0
2.000000,35,2.129121e-02,7.500000e-02
3.000000,40,2.472527e-02,7.500000e-02
4.000000,47,2.953297e-02,7.500000e-02
5.000000,55,3.502747e-02,7.500000e-02
6.000000,67,4.326923e-02,7.500000e-02
7.000000,73,4.739011e-02,7.500000e-02
8.000000,90,5.906593e-02,7.500000e-02
9.000000,99,6.524725e-02,2.000000e-01
10.000000,102,6.730769e-02,2.000000e-01
11.000000,106,7.005495e-02,2.000000e-01
12.000000,118,7.417582e-02,2.000000e-01
13.000000,135,8.585165e-02,2.000000e-01
14.000000,161,1.030220e-01,2.000000e-01
15.000000,171,1.098901e-01,2.250000e-01
16.000000,206,1.339286e-01,2.250000e-01
17.000000,238,1.559066e-01,2.250000e-01
18.000000,283,1.868132e-01,2.250000e-01
19.000000,310,2.053571e-01,2.250000e-01
20.000000,326,2.163462e-01,2.500000e-01
21.000000,350,2.328297e-01,3.000000e-01
22.000000,365,2.431319e-01,3.000000e-01
23.000000,379,2.527473e-01,3.000000e-01
24.000000,393,2.623626e-01,3.000000e-01
25.000000,411,2.747253e-01,3.000000e-01
26.000000,430,2.877747e-01,3.000000e-01
27.000000,451,3.021978e-01,3.000000e-01
28.000000,474,3.173077e-01,4.750000e-01
29.000000,501,3.344780e-01,5.000000e-01
30.000000,527,3.523352e-01,5.000000e-01
31.000000,552,3.695055e-01,5.000000e-01
32.000000,574,3.846154e-01,5.250000e-01
33.000000,596,3.990385e-01,5.250000e-01
34.000000,618,4.134615e-01,5.250000e-01
35.000000,641,4.292582e-01,5.250000e-01
36.000000,661,4.429945e-01,5.250000e-01
37.000000,681,4.567308e-01,5.250000e-01
38.000000,697,4.677198e-01,5.250000e-01
39.000000,713,4.787088e-01,5.500000e-01
40.000000,732,4.917582e-01,5.750000e-01
41.000000,746,5.013736e-01,5.750000e-01
42.000000,765,5.144231e-01,6.000000e-01
43.000000,780,5.247253e-01,6.250000e-01
44.000000,796,5.350275e-01,6.250000e-01
45.000000,813,5.460165e-01,6.500000e-01
46.000000,831,5.583791e-01,7.000000e-01
47.000000,857,5.755495e-01,7.250000e-01
48.000000,871,5.851648e-01,7.250000e-01
49.000000,891,5.982143e-01,7.750000e-01
50.000000,903,6.064560e-01,7.750000e-01
51.000000,923,6.201923e-01,8.000000e-01
52.000000,939,6.311813e-01,8.000000e-01
53.000000,958,6.442308e-01,8.000000e-01
54.000000,971,6.531593e-01,8.000000e-01
55.000000,988,6.641484e-01,8.000000e-01
56.000000,1000,6.717033e-01,8.000000e-01
57.000000,1015,6.813187e-01,8.000000e-01
58.000000,1029,6.909341e-01,8.000000e-01
59.000000,1045,7.012363e-01,8.000000e-01
60.000000,1059,7.108516e-01,8.000000e-01
61.000000,1070,7.170330e-01,8.000000e-01
62.000000,1083,7.259615e-01,8.000000e-01
63.000000,1095,7.342033e-01,8.000000e-01
64.000000,1107,7.417582e-01,8.000000e-01
65.000000,1120,7.506868e-01,8.500000e-01
66.000000,1132,7.589286e-01,8.500000e-01
67.000000,1148,7.692308e-01,8.750000e-01
68.000000,1158,7.754121e-01,8.750000e-01
69.000000,1177,7.877747e-01,8.750000e-01
70.000000,1192,7.980769e-01,9.000000e-01
71.000000,1203,8.049451e-01,9.000000e-01
72.000000,1219,8.152473e-01,9.000000e-01
73.000000,1235,8.255495e-01,9.250000e-01
74.000000,1248,8.337912e-01,9.250000e-01
75.000000,1263,8.434066e-01,9.250000e-01
76.000000,1277,8.530220e-01,9.250000e-01
77.000000,1297,8.660714e-01,9.250000e-01
78.000000,1311,8.756868e-01,9.250000e-01
79.000000,1323,8.839286e-01,9.250000e-01
80.000000,1341,8.956044e-01,9.250000e-01
81.000000,1352,9.031593e-01,9.250000e-01
82.000000,1363,9.107143e-01,9.250000e-01
83.000000,1376,9.196429e-01,9.250000e-01
84.000000,1392,9.299451e-01,9.500000e-01
85.000000,1402,9.368132e-01,9.500000e-01
86.000000,1412,9.436813e-01,9.500000e-01
87.000000,1427,9.539835e-01,9.500000e-01
88.000000,1437,9.594780e-01,9.750000e-01
89.000000,1446,9.656593e-01,9.750000e-01
90.000000,1457,9.732143e-01,9.750000e-01
91.000000,1462,9.759615e-01,9.750000e-01
92.000000,1471,9.807692e-01,1
93.000000,1474,9.828297e-01,1
94.000000,1481,9.876374e-01,1
95.000000,1484,9.890110e-01,1
96.000000,1489,9.924451e-01,1
97.000000,1492,9.945055e-01,1
98.000000,1496,9.972527e-01,1
99.000000,1500,1,1
100.000000,1500,1,1
